locus_tag	ftype	length_bp	gene	EC_number	COG	product
EFNKBEDD_02730	CDS	561				hypothetical protein
EFNKBEDD_02731	CDS	624				hypothetical protein
EFNKBEDD_02732	CDS	1734				hypothetical protein
EFNKBEDD_02733	CDS	249				hypothetical protein
EFNKBEDD_02734	CDS	429				hypothetical protein
EFNKBEDD_02735	CDS	2244	cobN_1	6.6.1.2		Aerobic cobaltochelatase subunit CobN
EFNKBEDD_02736	CDS	339				hypothetical protein
EFNKBEDD_02737	CDS	1497				hypothetical protein
EFNKBEDD_02738	CDS	555				hypothetical protein
EFNKBEDD_02739	CDS	1020	hindIIIM	2.1.1.72		Modification methylase HindIII
EFNKBEDD_02740	CDS	300				hypothetical protein
EFNKBEDD_02741	CDS	279	vapC1_1	3.1.-.-		Ribonuclease VapC1
EFNKBEDD_02742	CDS	705	chlM	2.1.1.11		Magnesium-protoporphyrin O-methyltransferase
EFNKBEDD_02743	CDS	390				hypothetical protein
EFNKBEDD_02744	CDS	1146				hypothetical protein
EFNKBEDD_02745	CDS	1074				hypothetical protein
EFNKBEDD_02746	CDS	1056		5.1.1.20	COG4948	L-Ala-D/L-Glu epimerase
EFNKBEDD_02747	CDS	831				hypothetical protein
EFNKBEDD_02748	CDS	1314	btuD_6	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
EFNKBEDD_02749	CDS	720				hypothetical protein
EFNKBEDD_02750	CDS	267				hypothetical protein
EFNKBEDD_02751	CDS	1035				hypothetical protein
EFNKBEDD_02752	CDS	198				hypothetical protein
EFNKBEDD_02753	CDS	969				hypothetical protein
EFNKBEDD_02754	CDS	111				hypothetical protein
EFNKBEDD_02755	CDS	954	galE_1	5.1.3.2	COG1087	UDP-glucose 4-epimerase
EFNKBEDD_02756	CDS	723	hddC	2.7.7.71		D-glycero-alpha-D-manno-heptose 1-phosphate guanylyltransferase
EFNKBEDD_02757	CDS	582	gmhB	3.1.3.82	COG0241	D-glycero-beta-D-manno-heptose-1,7-bisphosphate 7-phosphatase
EFNKBEDD_02758	CDS	597	gmhA	5.3.1.28	COG0279	Phosphoheptose isomerase
EFNKBEDD_02759	CDS	1095	hddA	2.7.1.168		D-glycero-alpha-D-manno-heptose 7-phosphate kinase
EFNKBEDD_02760	CDS	996	rmd	1.1.1.281		GDP-6-deoxy-D-mannose reductase
EFNKBEDD_02761	CDS	144				hypothetical protein
EFNKBEDD_02762	CDS	942	acoA_2	1.1.1.-	COG1071	Acetoin:2,6-dichlorophenolindophenol oxidoreductase subunit alpha
EFNKBEDD_02763	CDS	1050	acoB	1.1.1.-	COG0022	Acetoin:2,6-dichlorophenolindophenol oxidoreductase subunit beta
EFNKBEDD_02764	CDS	1197	colD	4.2.1.168		GDP-4-keto-6-deoxy-D-mannose 3-dehydratase
EFNKBEDD_02765	CDS	1008	fcl_1	1.1.1.271	COG0451	GDP-L-fucose synthase
EFNKBEDD_02766	CDS	1995				hypothetical protein
EFNKBEDD_02767	CDS	969	fcl_2	1.1.1.271	COG0451	GDP-L-fucose synthase
EFNKBEDD_02768	CDS	606	act	3.-.-.-		Methanol dehydrogenase activator
EFNKBEDD_02769	CDS	1161				hypothetical protein
EFNKBEDD_02770	CDS	1365				hypothetical protein
EFNKBEDD_02771	CDS	900				hypothetical protein
EFNKBEDD_02772	CDS	1029	mshA_6	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
EFNKBEDD_02773	CDS	807	mshA_7	2.4.1.250	COG0438	D-inositol 3-phosphate glycosyltransferase
EFNKBEDD_02774	CDS	612				hypothetical protein
EFNKBEDD_02775	CDS	756				hypothetical protein
EFNKBEDD_02776	CDS	879				hypothetical protein
EFNKBEDD_02777	CDS	1140	mshA_8	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
EFNKBEDD_02778	CDS	1110				hypothetical protein
EFNKBEDD_02779	CDS	1203	mshA_9	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
EFNKBEDD_02780	CDS	1422				hypothetical protein
EFNKBEDD_02781	CDS	1251	mshA_10	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
EFNKBEDD_02782	CDS	696	COQ3_4	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase, mitochondrial
EFNKBEDD_02783	CDS	1188	mshA_11	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
EFNKBEDD_02784	CDS	1794	asnB	6.3.5.4	COG0367	Asparagine synthetase [glutamine-hydrolyzing] 1
EFNKBEDD_02785	CDS	354				hypothetical protein
EFNKBEDD_02786	CDS	945	mshA_12	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
EFNKBEDD_02787	tRNA	82				tRNA-Leu(caa)
EFNKBEDD_02788	CDS	291				hypothetical protein
EFNKBEDD_02789	CDS	552				IS701 family transposase ISNpu6
EFNKBEDD_02790	CDS	561				hypothetical protein
EFNKBEDD_02791	CDS	678				IS701 family transposase ISNpu6
EFNKBEDD_02792	CDS	279				hypothetical protein
EFNKBEDD_02793	CDS	222				hypothetical protein
EFNKBEDD_02794	CDS	285				hypothetical protein
EFNKBEDD_02795	CDS	111				hypothetical protein
EFNKBEDD_02796	CDS	210				hypothetical protein
EFNKBEDD_02797	CDS	846	aviRb	2.1.1.208		23S rRNA (uridine(2479)-2'-O)-methyltransferase
EFNKBEDD_02798	CDS	327				hypothetical protein
EFNKBEDD_02799	CDS	942	ceo_1	1.5.1.24		N(5)-(carboxyethyl)ornithine synthase
EFNKBEDD_02800	CDS	708				hypothetical protein
EFNKBEDD_02801	CDS	1371	dgdA	4.1.1.64		2,2-dialkylglycine decarboxylase
EFNKBEDD_02802	CDS	1149		1.12.-.-		Soluble hydrogenase 42 kDa subunit
EFNKBEDD_02803	CDS	339	csaA_2		COG0073	putative chaperone CsaA
EFNKBEDD_02804	CDS	147				hypothetical protein
EFNKBEDD_02805	CDS	783				hypothetical protein
EFNKBEDD_02806	CDS	363	ndoA	3.1.27.-	COG2337	Endoribonuclease EndoA
EFNKBEDD_02807	CDS	225				hypothetical protein
EFNKBEDD_02808	CDS	162				hypothetical protein
EFNKBEDD_02809	CDS	1617	prfC			Peptide chain release factor 3
EFNKBEDD_02810	CDS	594				hypothetical protein
EFNKBEDD_02811	CDS	816		2.7.4.1		Polyphosphate:ADP phosphotransferase 3
EFNKBEDD_02812	CDS	669	msrA	1.8.4.11	COG0225	Peptide methionine sulfoxide reductase MsrA
EFNKBEDD_02813	tRNA	74				tRNA-Asp(gtc)
EFNKBEDD_02814	CDS	225				hypothetical protein
EFNKBEDD_02815	CDS	1002	cbiX_2	4.99.1.3		Sirohydrochlorin cobaltochelatase
EFNKBEDD_02816	CDS	1263	pdhC	2.3.1.12	COG0508	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
EFNKBEDD_02817	CDS	420				hypothetical protein
EFNKBEDD_02818	CDS	2067		6.2.1.3	COG1022	Long-chain-fatty-acid--CoA ligase FadD15
EFNKBEDD_02819	CDS	492	psbV_1			Cytochrome c-550
EFNKBEDD_02820	CDS	570	psbV_2			Cytochrome c-550
EFNKBEDD_02821	CDS	861	rsmH	2.1.1.199		Ribosomal RNA small subunit methyltransferase H
EFNKBEDD_02822	CDS	411				hypothetical protein
EFNKBEDD_02823	CDS	756				hypothetical protein
EFNKBEDD_02824	CDS	2712	rcsC_68	2.7.13.3		Sensor histidine kinase RcsC
EFNKBEDD_02825	CDS	663	trmR	2.1.1.-		tRNA 5-hydroxyuridine methyltransferase
EFNKBEDD_02826	CDS	774	rutB	3.5.1.110	COG1335	Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB
EFNKBEDD_02827	CDS	468				hypothetical protein
EFNKBEDD_02828	CDS	633				hypothetical protein
EFNKBEDD_02829	CDS	774	ygiD	1.13.11.29	COG3384	4,5-DOPA dioxygenase extradiol
EFNKBEDD_02830	CDS	855				hypothetical protein
EFNKBEDD_02831	CDS	168				hypothetical protein
EFNKBEDD_02832	CDS	195				hypothetical protein
EFNKBEDD_02833	CDS	1062	argC	1.2.1.38	COG0002	N-acetyl-gamma-glutamyl-phosphate reductase
EFNKBEDD_02834	CDS	1371	rlmCD	2.1.1.189	COG2265	23S rRNA (uracil-C(5))-methyltransferase RlmCD
EFNKBEDD_02835	CDS	486				Allophycocyanin alpha-B chain
EFNKBEDD_02836	CDS	387				hypothetical protein
EFNKBEDD_02837	CDS	426				hypothetical protein
EFNKBEDD_02838	CDS	717				hypothetical protein
EFNKBEDD_02839	CDS	678				hypothetical protein
EFNKBEDD_02840	CDS	363	trxA_1			Thioredoxin 1
EFNKBEDD_02841	CDS	1083	leuB	1.1.1.85	COG0473	3-isopropylmalate dehydrogenase
EFNKBEDD_02842	CDS	273				hypothetical protein
EFNKBEDD_02843	CDS	1392				hypothetical protein
EFNKBEDD_02844	CDS	4689	tolB_6			Tol-Pal system protein TolB
EFNKBEDD_02845	CDS	771				hypothetical protein
EFNKBEDD_02846	CDS	1773				hypothetical protein
EFNKBEDD_02847	CDS	1155				hypothetical protein
EFNKBEDD_02848	CDS	1131	mgtA	2.4.1.-	COG0438	GDP-mannose-dependent alpha-mannosyltransferase
EFNKBEDD_02849	CDS	252				hypothetical protein
EFNKBEDD_02850	CDS	3186	infB			Translation initiation factor IF-2
EFNKBEDD_02851	CDS	288				hypothetical protein
EFNKBEDD_02852	CDS	531	nusA_1			Transcription termination/antitermination protein NusA
EFNKBEDD_02853	CDS	810	nusA_2		COG0195	Transcription termination/antitermination protein NusA
EFNKBEDD_02854	CDS	453	rimP		COG0779	Ribosome maturation factor RimP
EFNKBEDD_02855	CDS	1485				hypothetical protein
EFNKBEDD_02856	CDS	1641				hypothetical protein
EFNKBEDD_02857	CDS	900	bmrU	2.7.1.-	COG1597	Putative lipid kinase BmrU
EFNKBEDD_02858	CDS	426				hypothetical protein
EFNKBEDD_02859	CDS	2733		2.7.7.-		A-adding tRNA nucleotidyltransferase
EFNKBEDD_02860	CDS	936				hypothetical protein
EFNKBEDD_02861	CDS	243	mazE		COG2336	Antitoxin MazE
EFNKBEDD_02862	CDS	345	mazF_1	3.1.27.-	COG2337	Endoribonuclease toxin MazF
EFNKBEDD_02863	CDS	1065				hypothetical protein
EFNKBEDD_02864	CDS	318				hypothetical protein
EFNKBEDD_02865	CDS	1452				hypothetical protein
EFNKBEDD_02866	CDS	996				hypothetical protein
EFNKBEDD_02867	CDS	270				hypothetical protein
EFNKBEDD_02868	CDS	417				hypothetical protein
EFNKBEDD_02869	CDS	216				hypothetical protein
EFNKBEDD_02870	CDS	225				hypothetical protein
EFNKBEDD_02871	CDS	1113	flhA	1.1.1.284	COG1062	S-(hydroxymethyl)glutathione dehydrogenase
EFNKBEDD_02872	CDS	1389				hypothetical protein
EFNKBEDD_02873	CDS	306				hypothetical protein
EFNKBEDD_02874	CDS	966				hypothetical protein
EFNKBEDD_02875	CDS	1299	proA_2	1.2.1.41	COG0014	Gamma-glutamyl phosphate reductase
EFNKBEDD_02876	CDS	837				hypothetical protein
EFNKBEDD_02877	CDS	357				hypothetical protein
EFNKBEDD_02878	CDS	378				hypothetical protein
EFNKBEDD_02879	CDS	2778	clpB1_1		COG0542	Chaperone protein ClpB 1
EFNKBEDD_02880	CDS	975				hypothetical protein
EFNKBEDD_02881	CDS	975				hypothetical protein
EFNKBEDD_02882	CDS	1824	thrS	6.1.1.3	COG0441	Threonine--tRNA ligase
EFNKBEDD_02883	CDS	108				hypothetical protein
EFNKBEDD_02884	CDS	321				hypothetical protein
EFNKBEDD_02885	CDS	780				hypothetical protein
EFNKBEDD_02886	CDS	1623	ndhD1_3	7.1.1.-	COG1008	NAD(P)H-quinone oxidoreductase chain 4 1
EFNKBEDD_02887	CDS	633	rcsC_69	2.7.13.3		Sensor histidine kinase RcsC
EFNKBEDD_02888	CDS	609				hypothetical protein
EFNKBEDD_02889	CDS	624				hypothetical protein
EFNKBEDD_02890	CDS	774	prfB			Peptide chain release factor 2
EFNKBEDD_02891	CDS	123				hypothetical protein
EFNKBEDD_02892	CDS	243				hypothetical protein
EFNKBEDD_02893	CDS	966				hypothetical protein
EFNKBEDD_02894	CDS	894				hypothetical protein
EFNKBEDD_02895	CDS	846				hypothetical protein
EFNKBEDD_02896	CDS	504				hypothetical protein
EFNKBEDD_02897	CDS	1323	egtB_3	1.14.99.50		Hercynine oxygenase
EFNKBEDD_02898	CDS	1002	egtD_1	2.1.1.44	COG4301	Histidine N-alpha-methyltransferase
EFNKBEDD_02899	CDS	933				hypothetical protein
EFNKBEDD_02900	CDS	1035	purM	6.3.3.1	COG0150	Phosphoribosylformylglycinamidine cyclo-ligase
EFNKBEDD_02901	CDS	1131	rlpA	4.2.2.-		Endolytic peptidoglycan transglycosylase RlpA
EFNKBEDD_02902	CDS	753	panC	6.3.2.1	COG0414	Pantothenate synthetase
EFNKBEDD_02903	CDS	951	cmk	2.7.4.25	COG0283	Cytidylate kinase
EFNKBEDD_02904	CDS	138				hypothetical protein
EFNKBEDD_02905	CDS	378				hypothetical protein
EFNKBEDD_02906	CDS	1041	ousX_3		COG2113	Glycine betaine-binding periplasmic protein OusX
EFNKBEDD_02907	CDS	858	gltS_1	1.4.7.1		Ferredoxin-dependent glutamate synthase 2
EFNKBEDD_02908	CDS	3816	gltS_2	1.4.7.1		Ferredoxin-dependent glutamate synthase 2
EFNKBEDD_02909	CDS	846	murI	5.1.1.3	COG0796	Glutamate racemase
EFNKBEDD_02910	CDS	1548				hypothetical protein
EFNKBEDD_02911	CDS	1923				hypothetical protein
EFNKBEDD_02912	CDS	1434	nhaS3			High-affinity Na(+)/H(+) antiporter NhaS3
EFNKBEDD_02913	CDS	810	nit1	3.5.1.128		Deaminated glutathione amidase
EFNKBEDD_02914	CDS	624				hypothetical protein
EFNKBEDD_02915	CDS	1335				hypothetical protein
EFNKBEDD_02916	CDS	201				hypothetical protein
EFNKBEDD_02917	CDS	93				hypothetical protein
EFNKBEDD_02918	CDS	471	def_1	3.5.1.88		Peptide deformylase
EFNKBEDD_02919	CDS	189				hypothetical protein
EFNKBEDD_02920	CDS	984				hypothetical protein
EFNKBEDD_02921	CDS	2583				hypothetical protein
EFNKBEDD_02922	CDS	1131	pstS		COG0226	Phosphate-binding protein PstS
EFNKBEDD_02923	CDS	951				hypothetical protein
EFNKBEDD_02924	CDS	897	pstA_2		COG0581	Phosphate transport system permease protein PstA
EFNKBEDD_02925	CDS	834	pstB_2	7.3.2.1		Phosphate import ATP-binding protein PstB
EFNKBEDD_02926	CDS	423				Photosystem II lipoprotein Psb27
EFNKBEDD_02927	CDS	1047	add	3.5.4.4	COG1816	Adenosine deaminase
EFNKBEDD_02928	CDS	1335	murAA	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase 1
EFNKBEDD_02929	CDS	618			COG0586	putative membrane protein
EFNKBEDD_02930	CDS	357				hypothetical protein
EFNKBEDD_02931	CDS	642				hypothetical protein
EFNKBEDD_02932	CDS	531				hypothetical protein
EFNKBEDD_02933	CDS	990	sasA_17	2.7.-.-		Adaptive-response sensory-kinase SasA
EFNKBEDD_02934	CDS	1080				hypothetical protein
EFNKBEDD_02935	CDS	573	purD_1	6.3.4.13	COG0151	Phosphoribosylamine--glycine ligase
EFNKBEDD_02936	CDS	714	purD_2	6.3.4.13	COG0151	Phosphoribosylamine--glycine ligase
EFNKBEDD_02937	CDS	636				hypothetical protein
EFNKBEDD_02938	CDS	1482	murL	5.1.1.23		UDP-N-acetyl-alpha-D-muramoyl-L-alanyl-L-glutamate epimerase
EFNKBEDD_02939	CDS	1563				hypothetical protein
EFNKBEDD_02940	CDS	1341				hypothetical protein
EFNKBEDD_02941	CDS	927				hypothetical protein
EFNKBEDD_02942	CDS	402				hypothetical protein
EFNKBEDD_02943	CDS	939	vldW	1.14.11.52		Validamycin A dioxygenase
EFNKBEDD_02944	CDS	735				hypothetical protein
EFNKBEDD_02945	CDS	411				hypothetical protein
EFNKBEDD_02946	CDS	966		4.2.1.171		Cis-3-hydroxy-L-proline dehydratase
EFNKBEDD_02947	CDS	525				hypothetical protein
EFNKBEDD_02948	CDS	468				hypothetical protein
EFNKBEDD_02949	CDS	849	garR_1	1.1.1.60	COG2084	2-hydroxy-3-oxopropionate reductase
EFNKBEDD_02950	CDS	228				hypothetical protein
EFNKBEDD_02951	CDS	717	rspB	1.1.1.-	COG1063	Starvation-sensing protein RspB
EFNKBEDD_02952	CDS	693	COQ3_5	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase, mitochondrial
EFNKBEDD_02953	CDS	528				hypothetical protein
EFNKBEDD_02954	CDS	174				hypothetical protein
EFNKBEDD_02955	CDS	1674				hypothetical protein
EFNKBEDD_02956	CDS	636				hypothetical protein
EFNKBEDD_02957	CDS	714	kaiB_1			Circadian clock protein KaiB
EFNKBEDD_02958	CDS	1284				hypothetical protein
EFNKBEDD_02959	CDS	213				hypothetical protein
EFNKBEDD_02960	CDS	1113	mnaA	5.1.3.14	COG0381	UDP-N-acetylglucosamine 2-epimerase
EFNKBEDD_02961	CDS	2925				hypothetical protein
EFNKBEDD_02962	CDS	579				hypothetical protein
EFNKBEDD_02963	CDS	1053				hypothetical protein
EFNKBEDD_02964	CDS	177				hypothetical protein
EFNKBEDD_02965	CDS	363				Ferredoxin-1
EFNKBEDD_02966	CDS	1185				IS200/IS605 family transposase ISMae41
EFNKBEDD_02967	CDS	1140	purK	6.3.4.18	COG0026	N5-carboxyaminoimidazole ribonucleotide synthase
EFNKBEDD_02968	CDS	777	acr1	1.2.1.-	COG3320	Fatty acyl-CoA reductase
EFNKBEDD_02969	CDS	963	egtD_2	2.1.1.44	COG4301	Histidine N-alpha-methyltransferase
EFNKBEDD_02970	CDS	1734	dfa3_1	1.-.-.-		Putative diflavin flavoprotein A 3
EFNKBEDD_02971	CDS	399				hypothetical protein
EFNKBEDD_02972	CDS	558				IS630 family transposase ISAtsp7
EFNKBEDD_02973	CDS	552	cpeS2	4.-.-.-		Putative phycocyanobilin lyase CpcS 2
EFNKBEDD_02974	CDS	366				hypothetical protein
EFNKBEDD_02975	CDS	279				hypothetical protein
EFNKBEDD_02976	CDS	342				hypothetical protein
EFNKBEDD_02977	CDS	414				hypothetical protein
EFNKBEDD_02978	CDS	1323				hypothetical protein
EFNKBEDD_02979	CDS	582				hypothetical protein
EFNKBEDD_02980	CDS	876				hypothetical protein
EFNKBEDD_02981	CDS	531				hypothetical protein
EFNKBEDD_02982	CDS	318				hypothetical protein
EFNKBEDD_02983	CDS	372				hypothetical protein
EFNKBEDD_02984	CDS	288				hypothetical protein
EFNKBEDD_02985	CDS	162				hypothetical protein
EFNKBEDD_02986	CDS	1896				Iron-sulfur cluster carrier protein
EFNKBEDD_02987	CDS	300				hypothetical protein
EFNKBEDD_02988	CDS	393				hypothetical protein
EFNKBEDD_02989	CDS	2502	ppsA_2	2.7.9.2	COG0574	Phosphoenolpyruvate synthase
EFNKBEDD_02990	CDS	135				hypothetical protein
EFNKBEDD_02991	CDS	2154				hypothetical protein
EFNKBEDD_02992	CDS	510				hypothetical protein
EFNKBEDD_02993	CDS	378				hypothetical protein
EFNKBEDD_02994	CDS	420				hypothetical protein
EFNKBEDD_02995	CDS	486				hypothetical protein
EFNKBEDD_02996	CDS	1674	clcA			H(+)/Cl(-) exchange transporter ClcA
EFNKBEDD_02997	CDS	4884				hypothetical protein
EFNKBEDD_02998	CDS	222				hypothetical protein
EFNKBEDD_02999	CDS	1434				hypothetical protein
EFNKBEDD_03000	CDS	1800	recJ	3.1.-.-	COG0608	Single-stranded-DNA-specific exonuclease RecJ
EFNKBEDD_03001	CDS	474				hypothetical protein
EFNKBEDD_03002	CDS	345				hypothetical protein
EFNKBEDD_03003	CDS	879				hypothetical protein
EFNKBEDD_03004	CDS	1035	lnrL_2	3.6.3.-	COG1131	Linearmycin resistance ATP-binding protein LnrL
EFNKBEDD_03005	CDS	171				hypothetical protein
EFNKBEDD_03006	CDS	1368				hypothetical protein
EFNKBEDD_03007	CDS	543	truB	5.4.99.25	COG0130	tRNA pseudouridine synthase B
EFNKBEDD_03008	CDS	339				hypothetical protein
EFNKBEDD_03009	CDS	789	salL	2.5.1.94	COG1912	Adenosyl-chloride synthase
EFNKBEDD_03010	CDS	528				hypothetical protein
EFNKBEDD_03011	CDS	267				hypothetical protein
EFNKBEDD_03012	CDS	438				IS701 family transposase ISNpu6
EFNKBEDD_03013	CDS	261				hypothetical protein
EFNKBEDD_03014	tRNA	92				tRNA-Ser(gct)
EFNKBEDD_03015	CDS	1140				hypothetical protein
EFNKBEDD_03016	CDS	705	clcD_2	3.1.1.45		Carboxymethylenebutenolidase
EFNKBEDD_03017	CDS	1317	codAch2	3.5.4.11	COG0402	Pterin deaminase
EFNKBEDD_03018	CDS	690	thf1			Protein Thf1
EFNKBEDD_03019	CDS	357	spoIIAA			Anti-sigma F factor antagonist
EFNKBEDD_03020	CDS	528				hypothetical protein
EFNKBEDD_03021	CDS	1080	apbC		COG0489	Iron-sulfur cluster carrier protein
EFNKBEDD_03022	CDS	144				hypothetical protein
EFNKBEDD_03023	CDS	1272	mrdB	2.4.1.129	COG0772	Peptidoglycan glycosyltransferase MrdB
EFNKBEDD_03024	CDS	186				hypothetical protein
EFNKBEDD_03025	CDS	774				hypothetical protein
EFNKBEDD_03026	CDS	771				hypothetical protein
EFNKBEDD_03027	CDS	399				hypothetical protein
EFNKBEDD_03028	CDS	558				IS630 family transposase ISAtsp7
EFNKBEDD_03029	CDS	1974	ycf3_11			Photosystem I assembly protein Ycf3
EFNKBEDD_03030	CDS	1089				hypothetical protein
EFNKBEDD_03031	CDS	1263				hypothetical protein
EFNKBEDD_03032	CDS	678				hypothetical protein
EFNKBEDD_03033	CDS	1209				hypothetical protein
EFNKBEDD_03034	CDS	879				hypothetical protein
EFNKBEDD_03035	tRNA	73				tRNA-Ala(ggc)
EFNKBEDD_03036	CDS	1077				hypothetical protein
EFNKBEDD_03037	CDS	447				hypothetical protein
EFNKBEDD_03038	CDS	1095	cheB2	3.1.1.61	COG2201	Protein-glutamate methylesterase/protein-glutamine glutaminase 2
EFNKBEDD_03039	CDS	984				hypothetical protein
EFNKBEDD_03040	CDS	492	pds_2	1.3.5.5	COG3349	15-cis-phytoene desaturase
EFNKBEDD_03041	CDS	963	pds_3	1.3.5.5	COG3349	15-cis-phytoene desaturase
EFNKBEDD_03042	CDS	237				hypothetical protein
EFNKBEDD_03043	CDS	417				hypothetical protein
EFNKBEDD_03044	CDS	261				hypothetical protein
EFNKBEDD_03045	CDS	315				hypothetical protein
EFNKBEDD_03046	CDS	1371				hypothetical protein
EFNKBEDD_03047	CDS	363				hypothetical protein
EFNKBEDD_03048	CDS	405	vapC_2	3.1.-.-	COG1487	tRNA(fMet)-specific endonuclease VapC
EFNKBEDD_03049	CDS	243				hypothetical protein
EFNKBEDD_03050	CDS	357	cysQ_2	3.1.3.7		3'(2'),5'-bisphosphate nucleotidase CysQ
EFNKBEDD_03051	CDS	555	cysQ_3	3.1.3.7		3'(2'),5'-bisphosphate nucleotidase CysQ
EFNKBEDD_03052	CDS	1065	hldE		COG2870	Bifunctional protein HldE
EFNKBEDD_03053	CDS	1074	rffG	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase 2
EFNKBEDD_03054	CDS	462				hypothetical protein
EFNKBEDD_03055	CDS	630	rnd	3.1.13.5		Ribonuclease D
EFNKBEDD_03056	CDS	270				hypothetical protein
EFNKBEDD_03057	CDS	498				hypothetical protein
EFNKBEDD_03058	CDS	666	nfi	3.1.21.7	COG1515	Endonuclease V
EFNKBEDD_03059	CDS	198				hypothetical protein
EFNKBEDD_03060	CDS	273				hypothetical protein
EFNKBEDD_03061	CDS	204				hypothetical protein
EFNKBEDD_03062	CDS	2064				hypothetical protein
EFNKBEDD_03063	CDS	1992	uvrB			UvrABC system protein B
EFNKBEDD_03064	CDS	516				hypothetical protein
EFNKBEDD_03065	CDS	639				hypothetical protein
EFNKBEDD_03066	CDS	444	glpE_3	2.8.1.1		Thiosulfate sulfurtransferase GlpE
EFNKBEDD_03067	CDS	1830				hypothetical protein
EFNKBEDD_03068	CDS	2478				hypothetical protein
EFNKBEDD_03069	CDS	219				hypothetical protein
EFNKBEDD_03070	CDS	786	aldH1_1	1.2.1.-	COG1012	4,4'-diaponeurosporen-aldehyde dehydrogenase
EFNKBEDD_03071	CDS	669				hypothetical protein
EFNKBEDD_03072	CDS	867				hypothetical protein
EFNKBEDD_03073	CDS	1011	preA	1.3.1.1	COG0167	NAD-dependent dihydropyrimidine dehydrogenase subunit PreA
EFNKBEDD_03074	CDS	2043	nifJ_1	1.2.7.-	COG0674	Pyruvate-flavodoxin oxidoreductase
EFNKBEDD_03075	CDS	1461	nifJ_2	1.2.7.-	COG0674	Pyruvate-flavodoxin oxidoreductase
EFNKBEDD_03076	CDS	234	hybG		COG0298	Hydrogenase maturation factor HybG
EFNKBEDD_03077	CDS	1290				hypothetical protein
EFNKBEDD_03078	CDS	1854	rhlB	3.6.4.13		ATP-dependent RNA helicase RhlB
EFNKBEDD_03079	CDS	276				hypothetical protein
EFNKBEDD_03080	CDS	1689				hypothetical protein
EFNKBEDD_03081	CDS	714	cmoA	2.1.3.-		Carboxy-S-adenosyl-L-methionine synthase
EFNKBEDD_03082	CDS	750				hypothetical protein
EFNKBEDD_03083	CDS	558	alaS_1	6.1.1.7	COG0013	Alanine--tRNA ligase
EFNKBEDD_03084	CDS	2088	alaS_2	6.1.1.7		Alanine--tRNA ligase
EFNKBEDD_03085	CDS	285				hypothetical protein
EFNKBEDD_03086	CDS	1062	mnmA	2.8.1.13	COG0482	tRNA-specific 2-thiouridylase MnmA
EFNKBEDD_03087	CDS	711				hypothetical protein
EFNKBEDD_03088	CDS	210				hypothetical protein
EFNKBEDD_03089	CDS	969	yqjG	1.8.5.7	COG0435	Glutathionyl-hydroquinone reductase YqjG
EFNKBEDD_03090	CDS	1533	APOA1BP	5.1.99.6		NAD(P)H-hydrate epimerase
EFNKBEDD_03091	CDS	834				hypothetical protein
EFNKBEDD_03092	CDS	222	ndhO	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit O
EFNKBEDD_03093	CDS	963	mdh	1.1.1.37		Malate dehydrogenase
EFNKBEDD_03094	CDS	1677	ribBA_2	3.5.4.25		Riboflavin biosynthesis protein RibBA
EFNKBEDD_03095	CDS	243				hypothetical protein
EFNKBEDD_03096	CDS	1047				IS607 family transposase ISSoc2
EFNKBEDD_03097	CDS	594				hypothetical protein
EFNKBEDD_03098	CDS	444	dtd	3.1.1.96	COG1490	D-aminoacyl-tRNA deacylase
EFNKBEDD_03099	CDS	1029	isiA			Iron stress-induced chlorophyll-binding protein
EFNKBEDD_03100	CDS	516	isiB		COG0716	Flavodoxin
EFNKBEDD_03101	CDS	732				hypothetical protein
EFNKBEDD_03102	CDS	1167	yciC		COG0523	Putative metal chaperone YciC
EFNKBEDD_03103	CDS	156				hypothetical protein
EFNKBEDD_03104	CDS	1143				hypothetical protein
EFNKBEDD_03105	CDS	579				hypothetical protein
EFNKBEDD_03106	CDS	2337				hypothetical protein
EFNKBEDD_03107	CDS	348				hypothetical protein
EFNKBEDD_03108	CDS	276				hypothetical protein
EFNKBEDD_03109	CDS	402	vapC_3	3.1.-.-	COG1487	tRNA(fMet)-specific endonuclease VapC
EFNKBEDD_03110	CDS	1395				hypothetical protein
EFNKBEDD_03111	CDS	1965				hypothetical protein
EFNKBEDD_03112	CDS	933	cysK1_2	2.5.1.47	COG0031	O-acetylserine sulfhydrylase
EFNKBEDD_03113	CDS	1674				hypothetical protein
EFNKBEDD_03114	CDS	996				hypothetical protein
EFNKBEDD_03115	CDS	111				hypothetical protein
EFNKBEDD_03116	CDS	261				hypothetical protein
